id,slug,titolare,n_dataset,scoring,pct,findability,accessibility,interoperability,reusability,contextuality,n_nomi,in_ipa,ipa_nome,ipa_prov,ipa_reg
c_b536,,Comune di Campoformido,2,315.0,77.78,100.0,60.0,60.0,75.0,20.0,1,1,Comune di Campoformido,UD,Friuli-Venezia Giulia
r_toscan,,Regione Toscana,448,314.8,77.73,100.0,32.77,87.97,74.29,19.78,1,1,Regione Toscana,FI,Toscana
ciss_chi,,Consorzio Intercomunale Servizi Sociali di Chivasso,17,314.41,77.63,100.0,29.41,90.0,75.0,20.0,1,1,Consorzio Intercomunale Servizi Sociali di Chivasso,TO,Piemonte
cciaa_lu,,Camera di Commercio Industria Artigianato Agricoltura di Lucca,44,314.09,77.55,100.0,27.27,91.82,75.0,20.0,1,0,,,
c_a390,,Comune di Arezzo,983,313.32,77.36,100.0,39.13,79.2,75.0,20.0,1,1,Comune di Arezzo,AR,Toscana
c_c773,,Comune di Civitavecchia,10,313.0,77.28,100.0,68.0,60.0,65.0,20.0,1,1,Comune di Civitavecchia,RM,Lazio
c_e666,,Comune di Lonate Pozzolo,5,313.0,77.28,100.0,68.0,60.0,65.0,20.0,1,1,Comune di Lonate Pozzolo,VA,Lombardia
c_b809,,Comune di Carovigno,58,311.9,77.01,100.0,26.9,90.0,75.0,20.0,1,1,Comune di Carovigno,BR,Puglia
c_l378,,Comune di Trento,38,311.32,76.87,100.0,56.58,59.74,75.0,20.0,1,0,,,
r_marche,,Regione Marche,76,310.66,76.71,100.0,54.74,60.92,75.0,20.0,1,1,Regione Marche,AN,Marche
c_l123,,Comune di Terranuova Bracciolini,15,310.33,76.62,100.0,25.33,90.0,75.0,20.0,1,1,Comune di Terranuova Bracciolini,AR,Toscana
c_h061,,Comune di Prignano sulla Secchia,48,308.96,76.29,100.0,23.96,90.0,75.0,20.0,1,1,Comune di Prignano sulla Secchia,MO,Emilia-Romagna
c_f127,,Comune di Mentana,45,308.56,76.19,100.0,23.56,90.0,75.0,20.0,1,1,Comune di Mentana,RM,Lazio
cmge,,CMGE,6,308.33,76.13,100.0,60.0,60.0,68.33,20.0,1,1,Citta' Metropolitana di Genova,GE,Liguria
uni_bo/cle/arag,,ARAG - Finance and Subsidiaries Division,6,308.33,76.13,100.0,46.67,66.67,75.0,20.0,2,0,,,
c_c963,,Comune di Conselice,8,307.5,75.93,100.0,40.0,72.5,75.0,20.0,1,1,Comune di Conselice,RA,Emilia-Romagna
c_a035,,Comune di Acqualagna,9,307.22,75.86,100.0,46.67,65.56,75.0,20.0,1,1,Comune di Acqualagna,PU,Marche
c_c312,,Comune di Castiglione delle Stiviere,36,307.22,75.86,100.0,22.22,90.0,75.0,20.0,1,1,Comune di Castiglione delle Stiviere,MN,Lombardia
c_e801,,Comune di Magenta,40,307.0,75.8,100.0,22.0,90.0,75.0,20.0,1,1,Comune di Magenta,MI,Lombardia
c_a365,,Comune di Arcene,41,306.95,75.79,100.0,21.95,90.0,75.0,20.0,1,1,Comune di Arcene,BG,Lombardia
arpat,,ARPAT - Agenzia regionale per la protezione ambientale della Toscana,59,306.36,75.64,100.0,21.36,90.0,75.0,20.0,1,1,Agenzia Regionale per la protezione ambientale della Toscana,FI,Toscana
m_bac-m900m0,,Istituto centrale per il catalogo e la documentazione,23,305.87,75.52,100.0,20.0,90.87,75.0,20.0,1,0,,,
c_g535,,Comune di Piacenza,72,305.69,75.48,100.0,20.69,90.0,75.0,20.0,1,1,Comune di Piacenza,PC,Emilia-Romagna
p_lu,,Provincia di Lucca,94,305.43,75.41,100.0,20.0,90.43,75.0,20.0,1,1,Provincia di Lucca,LU,Toscana
c_d297,,Comune di Diano Marina,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Diano Marina,IM,Liguria
cdccl,,Consorzio Dei Comuni del Cassinate per La Programmazione e Gestione Dei Servizi Sociali,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Consorzio Dei Comuni del Cassinate per La Programmazione e Gestione Dei Servizi Sociali,FR,Lazio
c_b893,,Comune di Casalgrande,28,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Casalgrande,RE,Emilia-Romagna
c_a225,,Comune di Altamura,32,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Altamura,BA,Puglia
c_i330,,Comune di Santeramo in Colle,16,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Santeramo in Colle,BA,Puglia
c_g087,,Comune di Orbassano,47,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Orbassano,TO,Piemonte
p_fc,,Provincia di Forli' Cesena,22,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Provincia di Forli' Cesena,FC,Emilia-Romagna
c_d403,,Comune di Empoli,2,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Empoli,FI,Toscana
c_i660,,Comune di Serravalle Pistoiese,2,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Serravalle Pistoiese,PT,Toscana
ars_tosc,,Ars,2,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Agenzia Regionale di Sanita della Toscana,FI,Toscana
cvfp,,Commissione di Vigilanza Sui Fondi Pensione,18,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Commissione di Vigilanza Sui Fondi Pensione,RM,Lazio
c_g634,,Comune di Pieve Emanuele,29,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Pieve Emanuele,MI,Lombardia
c_b036,,Comune di Borgo San Lorenzo,37,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Borgo San Lorenzo,FI,Toscana
c_i684,,Comune di Sesto Fiorentino,53,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Sesto Fiorentino,FI,Toscana
cgatc_,,Consorzio di Gestione Area Marina Protetta Torre del Cerrano,3,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Consorzio di Gestione Amp Torre del Cerrano,TE,Abruzzo
uts_re,,Unione Tresinaro Secchia,9,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione Tresinaro Secchia,RE,Emilia-Romagna
c_a459,,Comune di Arzignano,27,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Arzignano,VI,Veneto
c_b960,,Comune di Caselle Torinese,31,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Caselle Torinese,TO,Piemonte
c_f269,,Comune di Mogliano Veneto,42,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Mogliano Veneto,TV,Veneto
c_f563,,Comune di Montemesola,40,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Montemesola,TA,Puglia
c_b248,,Comune di Budoni,29,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Budoni,OT,Sardegna
cir_emva,,Unione dei Comuni del Circondario Empolese Valdelsa,1,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione dei Comuni Circondario dell'Empolese Valdelsa,FI,Toscana
c_c912,,Comune di Comacchio,50,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Comacchio,FE,Emilia-Romagna
asl14_vco,,Azienda Sanitaria Locale VCO,10,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Azienda Sanitaria Locale VCO,VB,Piemonte
c_e496,,Comune di Laveno Mombello,31,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Laveno Mombello,VA,Lombardia
c_d711,,Comune di Formigine,86,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Formigine,MO,Emilia-Romagna
c_m208,,Comune di Lamezia Terme,36,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Lamezia Terme,CZ,Calabria
c_c141,,Comune di Castellarano,38,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Castellarano,RE,Emilia-Romagna
cm_monem,,Unione dei Comuni Valdostani Mont - Emilius,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione dei Comuni Valdostani Mont - Emilius,AO,Valle d'Aosta/Vallée d'Aoste
c_h488,,Comune di Roggiano Gravina,27,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Roggiano Gravina,CS,Calabria
c_a849,,Comune di Biassono,10,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Biassono,MB,Lombardia
c_f851,,Comune di Nave,42,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Nave,BS,Lombardia
c_c895,,Comune di Cologno Monzese,56,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Cologno Monzese,MI,Lombardia
c_b227,,Comune di Brusciano,10,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Brusciano,NA,Campania
c_a564,,Comune di Bagno a Ripoli,30,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bagno a Ripoli,FI,Toscana
c_g160,,Comune di Osio Sotto,38,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Osio Sotto,BG,Lombardia
c_a802,,Comune di Bernareggio,49,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bernareggio,MB,Lombardia
c_a145,,Comune di Albenga,33,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Albenga,SV,Liguria
c_f712,,Comune di Morbegno,12,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Morbegno,SO,Lombardia
pr_migli,,Ente Parco Regionale  Migliarino San Rossore Massaciuccoli,2,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Ente Parco Regionale Migliarino San Rossore Massaciuccoli,PI,Toscana
c_c741,,Comune di Cisternino,10,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Cisternino,BR,Puglia
c_g015,,Comune di Olbia,40,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Olbia,OT,Sardegna
c_b292,,Comune di Bussero,14,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bussero,MI,Lombardia
c_a864,,Comune di Bientina,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bientina,PI,Toscana
m_bac,,Ministero dei Beni Culturali,14,305.0,75.31,100.0,20.0,90.0,75.0,20.0,7,1,Ministero della Cultura,RM,Lazio
c_g843,,Comune di Pontedera,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Pontedera,PI,Toscana
g-870,,Comune di Pontremoli,1,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,0,,,
c_b296,,Comune di Bussolengo,50,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bussolengo,VR,Veneto
c_f648,,Comune di Montespertoli,3,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Montespertoli,FI,Toscana
c_e667,,Comune di Lonato del Garda,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Lonato del Garda,BS,Lombardia
c_h625,,Comune di Rubano,22,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Rubano,PD,Veneto
p_fg,,Provincia di Foggia,13,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Provincia di Foggia,FG,Puglia
c_d912,,Comune di Garbagnate Milanese,36,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Garbagnate Milanese,MI,Lombardia
c_f864,,Comune di Nembro,23,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Nembro,BG,Lombardia
c_e621,,Comune di Livigno,44,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Livigno,SO,Lombardia
c_d013,,Comune di Cormano,33,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Cormano,MI,Lombardia
c_c208,,Comune di Castel Mella,27,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Castel Mella,BS,Lombardia
c_h628,,Comune di Rubiera,24,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Rubiera,RE,Emilia-Romagna
umavc,,Unione Montana Alta Val di Cecina,3,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione Montana Alta Val di Cecina,PI,Toscana
coaltava,,Unione Valdera,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione Valdera,PI,Toscana
c_e488,,Comune di Lavagna,36,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Lavagna,GE,Liguria
c_g488,,Comune di Peschiera Borromeo,13,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Peschiera Borromeo,MI,Lombardia
c_c986,,Comune di Corbetta,23,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Corbetta,MI,Lombardia
c_g254,,Comune di Palaia,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Palaia,PI,Toscana
c_a366,,Comune di Arcevia,2,305.0,75.31,100.0,60.0,50.0,75.0,20.0,1,1,Comune di Arcevia,AN,Marche
c_e027,,Comune Giffoni Valle Piana,12,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Giffoni Valle Piana,SA,Campania
c_l434,,Comune di Triuggio,17,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Triuggio,MB,Lombardia
c_f503,,Comune di Montefiorino,48,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Montefiorino,MO,Emilia-Romagna
c_e955,,Comune di Marigliano,9,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Marigliano,NA,Campania
p_li,,Provincia di Livorno,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Provincia di Livorno,LI,Toscana
c_a887,,Comune di Bisignano,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bisignano,CS,Calabria
c_i950,,Comune di Sternatia,3,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Sternatia,LE,Puglia
c_a818,,Comune di Besana in Brianza,40,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Besana in Brianza,MB,Lombardia
c_f944,,Comune di Nova Milanese,43,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Nova Milanese,MB,Lombardia
c_d865,,Comune di Galbiate,17,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Galbiate,LC,Lombardia
aous_052,,Azienda ospedaliero-universitaria Senese,17,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Azienda ospedaliero-universitaria Senese,SI,Toscana
c_l634,,Comune di Valmadrera,46,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Valmadrera,LC,Lombardia
c_a825,,Comune di Besnate,15,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Besnate,VA,Lombardia
c_i462a,,Unione Dei Comuni del Distretto Ceramico,8,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Unione Dei Comuni del Distretto Ceramico,MO,Emilia-Romagna
c_l831,,Comune di Viano,35,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Viano,RE,Emilia-Romagna
cma_065,,Comunita Montana Alburni,7,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comunita Montana Alburni,SA,Campania
c_d789,,Comune di Frattamaggiore,9,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Frattamaggiore,NA,Campania
c_l049,,Comune di Taranto,58,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Taranto,TA,Puglia
c_e379,,Comune di Ivrea,11,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Ivrea,TO,Piemonte
c_d607,,Comune di Fiorano Modenese,86,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Fiorano Modenese,MO,Emilia-Romagna
c_g250,,Comune di Palagano,48,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Palagano,MO,Emilia-Romagna
c_g482,,Comune di Pescara,55,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Pescara,PE,Abruzzo
c_g230,,Comune di Pagani,24,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Pagani,SA,Campania
c_b297,,Comune di Bussoleno,14,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Bussoleno,TO,Piemonte
c_e904,,Comune di Maranello,86,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Maranello,MO,Emilia-Romagna
c_a674,,Comune di Baronissi,27,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,0,,,
c_b647,,Comune di Capannoli,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Capannoli,PI,Toscana
c_a586,,Comune di Baiso,35,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Baiso,RE,Emilia-Romagna
c_h404,,Comune di Rocca di Papa,10,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Rocca di Papa,RM,Lazio
c_e169,,Comune di Greve in Chianti,8,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Greve In Chianti,FI,Toscana
m_bac-hporl2,,MiC – Direzione generale Organizzazione,2,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,0,,,
c_i462,,Comune di Sassuolo,85,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Sassuolo,MO,Emilia-Romagna
c_i728,,Comune di Signa,20,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Signa,FI,Toscana
c_e734,,Comune di Luino,12,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Luino,VA,Lombardia
c_d284,,Comune di Desenzano del Garda,43,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Desenzano del Garda,BS,Lombardia
m_bac-7c56l5,,Istituto centrale per gli archivi,172,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,0,,,
c_c014,,Comune di Cassina De' Pecchi,49,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Cassina De' Pecchi,MI,Lombardia
c_i496,,Comune di Scandiano,35,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Scandiano,RE,Emilia-Romagna
c_b303,,Comune di Buti,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Buti,PI,Toscana
c_i433,,Comune di Sarezzo,42,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Sarezzo,BS,Lombardia
c_b923,,Comune di Casamassima,38,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Casamassima,BA,Puglia
c_d292,,Comune di Teggiano,37,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Teggiano,SA,Campania
c_e951,,Comune di Mariano Comense,42,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Mariano Comense,CO,Lombardia
c_b392,,Comune di Calcinaia,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Calcinaia,PI,Toscana
c_e171,,Comune di Grezzana,14,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Grezzana,VR,Veneto
c_l900,,Comune di Vigonza,26,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Vigonza,PD,Veneto
c_a159,,Comune di Albiate,54,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Albiate,MB,Lombardia
c_d024,,Comune di Tarquinia,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Tarquinia,VT,Lazio
p_no,,Provincia di Novara,48,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Provincia di Novara,NO,Piemonte
c_i628,,Comune di Seriate,25,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Seriate,BG,Lombardia
c_d783,,Comune di Frassinoro,48,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Frassinoro,MO,Emilia-Romagna
c_b950,,Comune di Cascina,6,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Cascina,PI,Toscana
c_l404,,Comune di Treviolo,39,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Treviolo,BG,Lombardia
c_e4557,,Comune di Casciana Terme Lari,5,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune Casciana Terme Lari,PI,Toscana
c_f119,,Comune di Melzo,13,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Melzo,MI,Lombardia
c_d845,,Comune di Gaggiano,52,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Comune di Gaggiano,MI,Lombardia
usfir,,Università di Firenze - DISIT Lab,1,305.0,75.31,100.0,20.0,90.0,75.0,20.0,1,1,Universita' degli Studi di Firenze,FI,Toscana
arte_048,,Artea,30,304.0,75.06,100.0,22.67,86.33,75.0,20.0,1,1,Agenzia Regionale Toscana per Le Erogazioni in Agricoltura,FI,Toscana
c_e625,,Comune Livorno,107,303.88,75.03,100.0,32.71,76.17,75.0,20.0,1,1,Comune di Livorno,LI,Toscana
c_d488,,COMUNE DI Fano,35,303.57,74.96,100.0,63.43,45.14,75.0,20.0,1,1,Comune di Fano,PU,Marche
c_e810,,Comune di Magliano in Toscana,9,302.78,74.76,100.0,20.0,87.78,75.0,20.0,1,1,Comune di Magliano in Toscana,GR,Toscana
p_lo,,Provincia di Lodi,78,301.67,74.49,100.0,46.67,60.0,75.0,20.0,1,1,Provincia di Lodi,LO,Lombardia
comune di castello di godego,,Comune di Castello di Godego,6,301.67,74.49,100.0,46.67,60.0,75.0,20.0,1,0,,,
c_c665,,Comune di Chivasso,33,301.36,74.41,100.0,19.39,88.18,74.09,19.7,1,1,Comune di Chivasso,TO,Piemonte
c_i654,,COMUNE DI Serra Sant'Abbondio,9,299.44,73.94,100.0,55.56,48.89,75.0,20.0,1,1,Comune di Serra Sant'Abbondio,PU,Marche
c_e207,,Comune di Grottammare,16,298.75,73.77,100.0,45.0,58.75,75.0,20.0,1,1,Comune di Grottammare,AP,Marche
m_pi,,"Ministero dell'Istruzione, dell'Universita' e della Ricerca",105,298.62,73.73,100.0,20.48,83.14,75.0,20.0,1,1,Ministero dell'istruzione e del merito,RM,Lazio
c_a233,,Comune di Altidona,9,298.33,73.66,100.0,20.0,83.33,75.0,20.0,1,1,Comune di Altidona,FM,Marche
r_calabr,,Consiglio regionale della Calabria,34,297.65,73.49,100.0,42.65,60.0,75.0,20.0,1,1,Consiglio regionale della Calabria,RC,Calabria
c_d629u,,Unione di Comuni Montana Lunigiana,24,296.67,73.25,100.0,20.0,81.67,75.0,20.0,1,1,Unione di Comuni Montana Lunigiana,MS,Toscana
c_a327,,Comune di Apecchio,11,295.91,73.06,100.0,49.09,51.82,75.0,20.0,1,1,Comune di Apecchio,PU,Marche
c_a769,,Comune di Belvedere Ostrense,3,295.0,72.84,100.0,46.67,53.33,75.0,20.0,1,1,Comune di Belvedere Ostrense,AN,Marche
comune di noventa di piave,,Comune di Noventa di Piave,4,295.0,72.84,100.0,40.0,60.0,75.0,20.0,1,0,,,
c_f381,,Comune di Monsano,3,295.0,72.84,100.0,46.67,53.33,75.0,20.0,1,1,Comune di Monsano,AN,Marche
c_a044,,Comune di Acquasanta Terme,4,295.0,72.84,100.0,20.0,80.0,75.0,20.0,1,1,Comune di Acquasanta Terme,AP,Marche
c_f051,,Comune di Matelica,24,295.0,72.84,100.0,40.0,60.0,75.0,20.0,1,1,Comune di Matelica,MC,Marche
c_l850,,Comune di Vicopisano,8,295.0,72.84,100.0,20.0,80.0,75.0,20.0,1,1,Comune di Vicopisano,PI,Toscana
m_bac-01ikhl,,Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche,1,295.0,72.84,100.0,20.0,90.0,65.0,20.0,1,0,,,
c_c524,,Comune di Cerreto D'Esi,3,295.0,72.84,100.0,46.67,53.33,75.0,20.0,1,1,Comune di Cerreto D'Esi,AN,Marche
c_f206,,Comune di Milazzo,42,294.05,72.6,100.0,39.05,60.0,75.0,20.0,1,1,Comune di Milazzo,ME,Sicilia
c_f257,,Comune di Modena,112,292.94,72.33,100.0,37.14,60.79,75.0,20.0,1,1,Comune di Modena,MO,Emilia-Romagna
d_969,,Comune di Genova - musei e biblioteche,9,291.67,72.02,100.0,20.0,76.67,75.0,20.0,1,0,,,
c_e364,,Comune di Isorella,3,291.67,72.02,100.0,46.67,60.0,65.0,20.0,1,1,Comune di Isorella,BS,Lombardia
comune di brendola,,Comune di Brendola,34,291.47,71.97,100.0,36.47,60.0,75.0,20.0,1,0,,,
c_i196,,Comune di Sant'Agata sul Santerno,8,291.25,71.91,100.0,30.0,66.25,75.0,20.0,1,1,Comune di Sant'Agata Sul Santerno,RA,Emilia-Romagna
comune di pederobba,,Comune di Pederobba,8,291.25,71.91,100.0,36.25,60.0,75.0,20.0,1,0,,,
comune di rosà,,Comune di Rosà,5,291.0,71.85,100.0,36.0,60.0,75.0,20.0,1,0,,,
comune di baone,,Comune di Baone,10,291.0,71.85,100.0,36.0,60.0,75.0,20.0,1,0,,,
c_b636,,COMUNE DI Cantiano,9,290.56,71.74,100.0,46.67,48.89,75.0,20.0,1,1,Comune di Cantiano,PU,Marche
comune di selvazzano dentro,,Comune di Selvazzano Dentro,21,290.24,71.66,100.0,35.24,60.0,75.0,20.0,1,0,,,
c_a389,,Comune di Arese,89,290.06,71.62,100.0,24.49,74.83,70.73,20.0,1,1,Comune di Arese,MI,Lombardia
c_h302,,Comune di Riolo Terme,3,288.33,71.19,100.0,46.67,46.67,75.0,20.0,1,1,Comune di Riolo Terme,RA,Emilia-Romagna
c_f745,,COMUNE DI Morro D'Alba,3,288.33,71.19,100.0,46.67,46.67,75.0,20.0,1,1,Comune di Morro D'Alba,AN,Marche
c_h979,,COMUNE di San Marcello,3,288.33,71.19,100.0,46.67,46.67,75.0,20.0,1,1,Comune di San Marcello,AN,Marche
c_a092,,Comune di Agugliano,58,287.93,71.09,100.0,20.0,72.93,75.0,20.0,1,1,Comune di Agugliano,AN,Marche
c_d808,,COMUNE DI Frontone,8,287.5,70.99,100.0,50.0,42.5,75.0,20.0,1,1,Comune di Frontone,PU,Marche
crev,,CREV,4,287.5,70.99,100.0,20.0,72.5,75.0,20.0,1,0,,,
c_f205,,Comune di Milano,2599,286.86,70.83,100.0,33.97,58.0,74.9,20.0,1,1,Comune di Milano,MI,Lombardia
c_a252,,Comune di Amandola,7,286.43,70.72,100.0,20.0,71.43,75.0,20.0,1,1,Comune di Amandola,FM,Marche
comune di caldiero,,Comune di Caldiero,21,286.43,70.72,100.0,31.43,60.0,75.0,20.0,1,0,,,
inea/cef/ict/a2019/2063604,,Odala,2,285.0,70.37,100.0,20.0,70.0,75.0,20.0,1,0,,,
c_a047,,Comune di Acquaviva Picena,3,285.0,70.37,100.0,20.0,70.0,75.0,20.0,1,1,Comune di Acquaviva Picena,AP,Marche
age,,Agenzia delle Entrate,2,285.0,70.37,100.0,20.0,70.0,75.0,20.0,1,1,Agenzia delle Entrate,RM,Lazio
c_c060,,Comune di Castelbellino,6,285.0,70.37,100.0,33.33,56.67,75.0,20.0,1,1,Comune di Castelbellino,AN,Marche
