id,slug,titolare,n_dataset,scoring,pct,findability,accessibility,interoperability,reusability,contextuality,n_nomi,in_ipa,ipa_nome,ipa_prov,ipa_reg
c_e078,,Comune di Goito,9,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Goito,MN,Lombardia
uni_napa,,Università degli Studi di Napoli 'Parthenope',15,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Universita' degli Studi di Napoli 'Parthenope',NA,Campania
atsm,,ATS della Montagna,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Agenzia di Tutela della Salute della Montagna,SO,Lombardia
c_g888,,Comune di Pordenone,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pordenone,PN,Friuli-Venezia Giulia
l_686,,Comune di Varmo,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Varmo,UD,Friuli-Venezia Giulia
apss,,Azienda sanitaria universitaria integrata del Trentino - Asuit,14,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda sanitaria universitaria integrata del Trentino,TN,Trentino-Alto Adige/Südtirol
seunstna,,"Universita' degli Studi della Campania ""L. Vanvitelli""",11,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Universita' degli Studi della Campania - 'Luigi Vanvitelli',CE,Campania
iss_rm,,Istituto Superiore di Sanità,13,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Istituto Superiore di Sanita' - ISS,RM,Lazio
01749570303,,IRES,22,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,0,,,
c_h715,,Comune di Salle,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Salle,PE,Abruzzo
c_c882,,Comune di Collinas,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Collinas,VS,Sardegna
c_i657,,Comune di Serravalle Scrivia,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Serravalle Scrivia,AL,Piemonte
c_d719,,Comune di Forni di Sopra,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Forni di Sopra,UD,Friuli-Venezia Giulia
c_l245,,Comune di Torre Annunziata,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Torre Annunziata,NA,Campania
c_g352,,Comune di Pasian di Prato,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pasian di Prato,UD,Friuli-Venezia Giulia
c_g300,,Comune di Paluzza,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Paluzza,UD,Friuli-Venezia Giulia
cavb_,,Comunità Alta Valsugana e Bersntol,20,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita' Alta Valsugana e Bersntol,TN,Trentino-Alto Adige/Südtirol
c_i328,,Comune di San Teodoro,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Teodoro - Sicilia,ME,Sicilia
c_e271,,Comune di Gussago,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Gussago,BS,Lombardia
c_g710,,Comune di Pisogne,9,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pisogne,BS,Lombardia
cciaapp,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Pistoia-Prato",32,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Camera di Commercio Industria Artigianato e Agricoltura di Pistoia-Prato,PO,Toscana
c_i914,,Comune di Spino d'Adda,15,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Spino d'Adda,CR,Lombardia
r_friuve,,Regione Autonoma Friuli Venezia Giulia - Direzione Centrale Autonomie Locali,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,3,1,Regione Autonoma Friuli-Venezia Giulia,TS,Friuli-Venezia Giulia
c_c327,,Comune di Castions di Strada,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Castions di Strada,UD,Friuli-Venezia Giulia
c_c121,,Comune di Castel Guelfo di Bologna,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Castel Guelfo di Bologna,BO,Emilia-Romagna
c_f621,,COMUNE DI Monte San Giusto,52,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Monte San Giusto,MC,Marche
c_h286,,Comune di Rignano sull'Arno,17,355.0,87.65,100.0,64.14,95.86,75.0,20.0,1,1,Comune di Rignano sull'Arno,FI,Toscana
c_e618,,Comune di Milena,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Milena,CL,Sicilia
c_h206,,Comune di Reana del Rojale,25,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Reana del Rojale,UD,Friuli-Venezia Giulia
c_d332,,Comune di Domodossola,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Domodossola,VB,Piemonte
c_f083,,Comune di Medicina,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Medicina,BO,Emilia-Romagna
c_e760,,Comune di Lusevera,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Lusevera,UD,Friuli-Venezia Giulia
c_l424,,Comune di Trieste,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Trieste,TS,Friuli-Venezia Giulia
c_d540,,Comune di Ferla,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Ferla,SR,Sicilia
asstla,,Azienda Socio Sanitaria Territoriale Lariana,16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Socio Sanitaria Territoriale Lariana,CO,Lombardia
c_c421,,Comune di Cefalù,20,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Cefalu',PA,Sicilia
wqf3zw8f,,Ministero del Turismo,16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Ministero del turismo,RM,Lazio
inail,,INAIL,102,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Istituto Nazionale per l'Assicurazione contro gli Infortuni sul Lavoro - INAIL,RM,Lazio
c_h029,,Comune di Premariacco,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Premariacco,UD,Friuli-Venezia Giulia
cciaa_rc,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Reggio Calabria",31,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,"Camera di Commercio, Industria, Artigianato e Agricoltura di Reggio Calabria",RC,Calabria
c_m410,,Comune di Riva del Po,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Riva del Po,FE,Emilia-Romagna
c_l307,,Comune di Tortoreto,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Tortoreto,TE,Abruzzo
c_d705,,Comune di Forlimpopoli,9,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Forlimpopoli,FC,Emilia-Romagna
acfts,,Azienda Forestale Trento - Sopramonte,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Consorziale Forestale Trento - Sopramonte,TN,Trentino-Alto Adige/Südtirol
c_g966,,Comune di Pozzuolo del Friuli,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pozzuolo del Friuli,UD,Friuli-Venezia Giulia
p_pr,,Provincia di Parma,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Provincia di Parma,PR,Emilia-Romagna
c_b550,,Comune di Campomarino,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Campomarino,CB,Molise
01581060223,,Alto Garda Servizi SpA,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,0,,,
utidt,,Comunità di montagna del Natisone e Torre,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,2,1,Comunita' di Montagna del Natisone e Torre,UD,Friuli-Venezia Giulia
icms_,,Istituzione Comunale Marsala Schola,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Istituzione Comunale Marsala Schola,TP,Sicilia
arpal,,Agenzia Regionale per Le Politiche Attive del Lavoro - Arpal Umbria,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Agenzia Regionale per Le Politiche Attive del Lavoro - Arpal Umbria,PG,Umbria
cdg_,,Comunità delle Giudicarie,16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita Delle Giudicarie,TN,Trentino-Alto Adige/Südtirol
cnit,,CNIT - Consorzio Nazionale Interuniversitario per le Telecomunicazioni,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,CNIT - Consorzio Nazionale Interuniversitario per le Telecomunicazioni,PR,Emilia-Romagna
aou_pisa,,Azienda Ospedaliero-Universitaria Pisana,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Ospedaliero - Universitaria Pisana,PI,Toscana
c_g786,,Comune di Policoro,11,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Policoro,MT,Basilicata
c_d324,,Comune di San Dorligo della Valle,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Dorligo della Valle - Dolina,TS,Friuli-Venezia Giulia
c_m147,,Comune di Zanica,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Zanica,BG,Lombardia
c_a810,,Comune di Bertiolo,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bertiolo,UD,Friuli-Venezia Giulia
c_h533,,Comune di Ronchis,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Ronchis,UD,Friuli-Venezia Giulia
cvc_tn,,Comunità della Valle di Cembra,24,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita' della Valle di Cembra,TN,Trentino-Alto Adige/Südtirol
cvs_,,Comunità della Valle di Sole,23,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita della Valle di Sole,TN,Trentino-Alto Adige/Südtirol
cciaadl,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Venezia Rovigo",12,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Camera di Commercio Industria Artigianato e Agricoltura di Venezia Rovigo,VE,Veneto
r_sardeg,,Regione Autonoma della Sardegna,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Regione Autonoma della Sardegna,CA,Sardegna
c_e854,,Comune di Maletto,11,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Maletto,CT,Sicilia
c_b788,,Comune di Carlino,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Carlino,UD,Friuli-Venezia Giulia
c_i056,,Comune di San Nicola La Strada,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Nicola La Strada,CE,Campania
c_a700,,Comune di Basiliano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Basiliano,UD,Friuli-Venezia Giulia
co_unap,,Consorzio Universitario Piceno,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Consorzio Universitario Piceno,AP,Marche
unsttren,,Università di Trento,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Universita' degli Studi di Trento,TN,Trentino-Alto Adige/Südtirol
p_tn82l3,,Consiglio della Provincia Autonoma di Trento,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Consiglio della Provincia Autonoma di Trento,TN,Trentino-Alto Adige/Südtirol
c_i403,,Comune di San Vito al Tagliamento,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Vito Al Tagliamento,PN,Friuli-Venezia Giulia
c_b604,,Comune di Canino,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Canino,VT,Lazio
c_d730,,Comune di Forte dei Marmi,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Forte dei Marmi,LU,Toscana
c_g384,,Comune di Paulilatino,9,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Paulilatino,OR,Sardegna
utismsm,,Comunita' Sile,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita' Sile,PN,Friuli-Venezia Giulia
c_d360,,Comune di Dozza,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Dozza,BO,Emilia-Romagna
m_d,,Istituto Geografico Militare,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Ministero della Difesa,RM,Lazio
amtbs,,Amtab,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Mobilita' e Trasporti Bari Spa,BA,Puglia
c_a892,,Comune di Bitetto,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bitetto,BA,Puglia
c_e320,,Comune di Jolanda di Savoia,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Jolanda di Savoia,FE,Emilia-Romagna
arpa_fvg,,ARPA FVG,20,355.0,87.65,100.0,100.0,60.0,75.0,20.0,2,1,Agenzia Regionale per la Protezione dell'Ambiente del Friuli Venezia Giulia,UD,Friuli-Venezia Giulia
ccmm,,Camera di Commercio di Milano Monza Brianza Lodi,18,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Camera di Commercio di Milano Monza Brianza Lodi,MI,Lombardia
cciaa_bz,,"Camera di Commercio, Industria, Artigianato, Turismo e Agricoltura di Bolzano",16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,"Camera di commercio, industria, artigianato, turismo e agricoltura di Bolzano",BZ,Trentino-Alto Adige/Südtirol
c_a965,,Comune di Bondeno,30,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bondeno,FE,Emilia-Romagna
c_h002,,Comune di Prato Carnico,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Prato Carnico,UD,Friuli-Venezia Giulia
c_e553,,Comune di Lestizza,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Lestizza,UD,Friuli-Venezia Giulia
c_c641,,Comune di Chiopris-Viscone,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Chiopris-viscone,UD,Friuli-Venezia Giulia
c_b892,,Comune di Casalfiumanese,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Casalfiumanese,BO,Emilia-Romagna
c_l018,,Comune di Sutrio,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Sutrio,UD,Friuli-Venezia Giulia
c_­l024,,Comune di Taggia,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,0,,,
c_g949,,Comune di Povoletto,33,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Povoletto,UD,Friuli-Venezia Giulia
udctf_fe,,Unione Terre e Fiumi,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Unione dei Comuni Terre e Fiumi,FE,Emilia-Romagna
asstvo,,Azienda Socio Sanitaria Territoriale della Valle Olona,17,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Socio Sanitaria Territoriale della Valle Olona,VA,Lombardia
c_f980,,Comune di Nurachi,29,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Nurachi,OR,Sardegna
c_d630,,Comune di Flaibano,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Flaibano,UD,Friuli-Venezia Giulia
c_g344,,Comune di Parrano,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Parrano,TR,Umbria
c_i849,,Comune di Soresina,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Soresina,CR,Lombardia
c_d004,,Comune di Coriano,8,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Coriano,RN,Emilia-Romagna
c_g891,,Comune di Porpetto,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Porpetto,UD,Friuli-Venezia Giulia
c_a553,,Comune di Bagnaria Arsa,25,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bagnaria Arsa,UD,Friuli-Venezia Giulia
rseu_087,,E.R.S.U. Catania,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Regione Siciliana Ersu Universita Degli Studi di Catania,CT,Sicilia
c_d718,,Comune di Forni Avoltri,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Forni Avoltri,UD,Friuli-Venezia Giulia
c_g084,,Comune di Orani,20,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Orani,NU,Sardegna
cciaa_mo,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Modena",20,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,"Camera di Commercio, Industria, Artigianato e Agricoltura di Modena",MO,Emilia-Romagna
cvt_tn,,Comunità Valsugana e Tesino,26,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,COMUNITA' VALSUGANA E TESINO,TN,Trentino-Alto Adige/Südtirol
c_d085,,Comune di Coseano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Coseano,UD,Friuli-Venezia Giulia
ccbvn,,"Camera di Commercio, Industria, Artigianato e Agricoltura Monte Rosa Laghi Alto Piemonte",21,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,"Camera di commercio, industria, artigianato e agricoltura Monte Rosa Laghi Alto Piemonte",VC,Piemonte
c_d670,,Comune di Fontanafredda,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Fontanafredda,PN,Friuli-Venezia Giulia
c_l909,,Comune di Villa Santina,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Villa Santina,UD,Friuli-Venezia Giulia
ispra_rm,,Istituto Superiore per la Protezione e la Ricerca Ambientale,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,2,1,Istituto Superiore per la Protezione e la Ricerca Ambientale,RM,Lazio
epnd_fri,,Parco Naturale Dolomiti Friulane,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Ente Parco Naturale Dolomiti Friulane,PN,Friuli-Venezia Giulia
c_a983,,Comune di Bordano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bordano,UD,Friuli-Venezia Giulia
c_c654,,Comune di Chiusa Sclafani,13,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Chiusa Sclafani,PA,Sicilia
c_e953,,Comune di Marianopoli,27,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Marianopoli,CL,Sicilia
c_a640,,Comune di Barcis,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Barcis,PN,Friuli-Venezia Giulia
c_c352,,Comune di Catanzaro,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Catanzaro,CZ,Calabria
roofcym9,,Comunità del Collio,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunità del Collio,GO,Friuli-Venezia Giulia
c_f991,,Comune di Nuxis,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Nuxis,CI,Sardegna
udcvtc,,Unione dei Comuni Valli Taro e Ceno,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Unione Dei Comuni Valli Taro e Ceno,PR,Emilia-Romagna
uticana,,Comunita' di Montagna Canal del Ferro e Val Canale,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita' di montagna Canal del Ferro e Val Canale,UD,Friuli-Venezia Giulia
c_c991,,Comune di Cordenons,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Cordenons,PN,Friuli-Venezia Giulia
c_a163,,Comune di Albino,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Albino,BG,Lombardia
c_e107,,Comune di Goro,16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Goro,FE,Emilia-Romagna
c_l246,,Comune di Torreano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Torreano,UD,Friuli-Venezia Giulia
c_f898,,Comune di Nimis,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Nimis,UD,Friuli-Venezia Giulia
c_c556,,Comune di Cervignano del Friuli,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Cervignano del Friuli,UD,Friuli-Venezia Giulia
atu65953667,,"Lichtbild, Kulturschatz Historische Photographie",1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,2,0,,,
c_d383,,Comune di Duino-Aurisina,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Duino-Aurisina/Devin Nabrezina,TS,Friuli-Venezia Giulia
c_g198,,Comune di Ovaro,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Ovaro,UD,Friuli-Venezia Giulia
c_g969,,Comune di Pradamano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pradamano,UD,Friuli-Venezia Giulia
c_d269,,Comune di Deliceto,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Deliceto,FG,Puglia
c_m400,,Comune di Fiumicello Villa Vicentina,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Fiumicello Villa Vicentina,UD,Friuli-Venezia Giulia
c_c293,,Comune di Castenedolo,8,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Castenedolo,BS,Lombardia
c_a491,,Comune di Attimis,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Attimis,UD,Friuli-Venezia Giulia
c_i028,,Comune di San Mauro Castelverde,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Mauro Castelverde,PA,Sicilia
c_h229,,Comune di Remanzacco,26,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Remanzacco,UD,Friuli-Venezia Giulia
uni_pa,,Università degli Studi di Palermo,19,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Universita' degli Studi di Palermo,PA,Sicilia
c_f760,,Comune di Moruzzo,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Moruzzo,UD,Friuli-Venezia Giulia
ccmt,,Camera di Commercio della Maremma e del Tirreno,31,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Camera di Commercio della Maremma e del Tirreno,LI,Toscana
c_b033,,Comune di Borgo San Dalmazzo,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Borgo San Dalmazzo,CN,Piemonte
c_l473,,Comune di Turri,17,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Turri,VS,Sardegna
nucir_im,,Nuovo Circondario Imolese,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Nuovo Circondario Imolese,BO,Emilia-Romagna
c_h787,,Comune di San Canzian d'Isonzo,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di San Canzian d'Isonzo,GO,Friuli-Venezia Giulia
c_a346,,Comune di Aquileia,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Aquileia,UD,Friuli-Venezia Giulia
um_acqua,,Unione dei Comuni della Romagna Forlivese - Unione Montana,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Unione dei Comuni della Romagna Forlivese - Unione Montana,FC,Emilia-Romagna
mcdac_tn,,Magnifica Comunità degli Altipiani Cimbri,24,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Magnifica Comunita Degli Altipiani Cimbri,TN,Trentino-Alto Adige/Südtirol
c_a447,,Comune di Arta Terme,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Arta Terme,UD,Friuli-Venezia Giulia
c_l195,,Comune di Tolmezzo,9,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Tolmezzo,UD,Friuli-Venezia Giulia
c_e098,,Comune di Gorizia,12,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Gorizia,GO,Friuli-Venezia Giulia
ccdfriu,,Comunita' Collinare Del Friuli,4,355.0,87.65,100.0,100.0,60.0,75.0,20.0,2,1,Comunita' Collinare Del Friuli,UD,Friuli-Venezia Giulia
cmdrc,,Città Metropolitana di Reggio Calabria,11,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Citta' Metropolitana di Reggio Calabria,RC,Calabria
cr_022,,Comunità Rotaliana-Königsberg,21,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comunita' Rotaliana-koenigsberg,TN,Trentino-Alto Adige/Südtirol
c_h200,,Comune di Raveo,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Raveo,UD,Friuli-Venezia Giulia
itea,,ITEA Spa,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Istituto Trentino per L'Edilizia Abitativa Societa' per Azioni,TN,Trentino-Alto Adige/Südtirol
c_a710,,Comune di Bastia Umbra,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Bastia Umbra,PG,Umbria
izs_um,,Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche,10,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche Togo Rosati,PG,Umbria
arida_03,,Agenzia Regionale per il Diritto allo Studio,6,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Agenzia Regionale per il Diritto allo Studio,TS,Friuli-Venezia Giulia
alsvi,,Agenzia Lavoro,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Agenzia Lavoro e Sviluppoimpresa,TS,Friuli-Venezia Giulia
c_d645,,Comune di Fogliano Redipuglia,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Fogliano Redipuglia,GO,Friuli-Venezia Giulia
c_b044,,Comune di Borgo Tossignano,5,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Borgo Tossignano,BO,Emilia-Romagna
c_g831,,Comune di Pontebba,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Pontebba,UD,Friuli-Venezia Giulia
c_e833,,Comune di Majano,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Majano,UD,Friuli-Venezia Giulia
arsac,,ARSAC - Azienda Regionale per lo Sviluppo dell’Agricoltura Calabrese,7,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Azienda Regionale per Lo Sviluppo dell'Agricoltura Calabrese,CS,Calabria
cciaa_cn,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Cuneo",16,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,"Camera di Commercio, Industria, Artigianato e Agricoltura di Cuneo",CN,Piemonte
c_i699,,Comune di Settimo San Pietro,1,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Settimo San Pietro,CA,Sardegna
c_i777,,Comune di Socchieve,2,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Socchieve,UD,Friuli-Venezia Giulia
c_l521,,Comune di Uta,3,355.0,87.65,100.0,100.0,60.0,75.0,20.0,1,1,Comune di Uta,CA,Sardegna
c_h294,,Comune di Rimini,71,354.72,87.59,100.0,100.0,59.72,75.0,20.0,1,1,Comune di Rimini,RN,Emilia-Romagna
