chiave,etichetta,slug,n_dataset,media,pct,mediana,min,max,rating,n_excellent,n_bad,n_publisher
b5cdcd76-e358-49ed-a833-a44102a7ece0,Comune di Domodossola,comune-di-domodossola,3,355.0,87.65,355,355,355,Excellent,3,0,1
3a6dd9fd-f494-4134-b216-b5471bfebb51,Pcm Protezione Civile,pcm-protezione-civile,5,355.0,87.65,355,355,355,Excellent,5,0,1
3d6faeb4-ce86-4f91-b020-e5df6e9588aa,Comune di Massa,comune-di-massa,4,355.0,87.65,355,355,355,Excellent,4,0,1
76e91de6-8e18-48c9-b5e4-ed7dbffd6877,Comune di Torre Annunziata,comune-di-torre-annunziata,3,355.0,87.65,355,355,355,Excellent,3,0,1
75656a6e-699f-49e3-ac14-e055835e9638,Comune di Porto Cesareo,comune-di-porto-cesareo,3,355.0,87.65,355,355,355,Excellent,3,0,1
6ea4dd4a-6874-435a-a545-7b60761f9e5f,Agenzia Regionale per la Protezione dell'Ambiente della Sardegna,agenzia-regionale-per-la-protezione-dell-ambiente-della-sardegna,12,355.0,87.65,355,355,355,Excellent,12,0,1
98dea997-f6bf-4e57-8111-87b4c50543e9,Comune di Venafro,comune-di-venafro,10,355.0,87.65,355,355,355,Excellent,10,0,1
8e7b5d19-4a39-4d51-96c9-549ee2eda073,Provincia di Parma,provincia-di-parma,5,355.0,87.65,355,355,355,Excellent,5,0,1
cfcc1d68-8701-4093-a65d-e7a89c25e557,Comune di Arquata Scrivia,comune-di-arquata-scrivia,2,355.0,87.65,355,355,355,Excellent,2,0,1
7053f468-42ee-4814-8523-2bc19f0f896f,Universita degli Studi della Campania l'Vanvitelli,universita-degli-studi-della-campania-l-vanvitelli,11,355.0,87.65,355,355,355,Excellent,11,0,1
d00a1361-e3a8-439d-93cd-59b299441763,Comune di Albino,comune-di-albino,5,355.0,87.65,355,355,355,Excellent,5,0,1
3c5f03d0-d1a8-43ed-a4ff-fd5904a4f941,Comune di Castelfiorentino,comune-di-castelfiorentino,6,355.0,87.65,355,355,355,Excellent,6,0,1
fc47d219-e1e1-4df2-8b32-82b9a3642801,Agenzia di Tutela della Salute della Brianza,agenzia-di-tutela-della-salute-della-brianza,10,355.0,87.65,355,355,355,Excellent,10,0,1
39782b3d-e1a3-41d7-82da-1261dbd51aca,Comune di Catanzaro,comune-di-catanzaro,5,355.0,87.65,355,355,355,Excellent,5,0,1
d2009474-b069-4c09-98ab-53a72fe75f46,Universita di Torino,universita-di-torino,14,355.0,87.65,355,355,355,Excellent,14,0,1
bc2358db-2de4-47e7-97d5-6e838bda23c9,Arsac Azienda Regionale per lo Sviluppo dell'Agricoltura Calabrese,arsac-azienda-regionale-per-lo-sviluppo-dell-agricoltura-calabrese,7,355.0,87.65,355,355,355,Excellent,7,0,1
ec4e87cf-8ff4-47b4-b46c-9c5e393ac286,Comune di Casoli,comune-di-casoli,4,355.0,87.65,355,355,355,Excellent,4,0,1
dbd34fd7-3ed1-4223-bd2e-7c00df665195,Comune di Bitetto,comune-di-bitetto,4,355.0,87.65,355,355,355,Excellent,4,0,1
09b27d0d-cea8-4137-8286-3b0588f6c54b,Comune di Novi Ligure,comune-di-novi-ligure,5,355.0,87.65,355,355,355,Excellent,5,0,1
4264b4df-ebbf-46bb-b2e8-9a5be149046f,Consorzio Universitario Piceno,consorzio-universitario-piceno,10,355.0,87.65,355,355,355,Excellent,10,0,1
f70946ef-1071-492e-bb55-c41ef2900372,Comune di Canino,comune-di-canino,1,355.0,87.65,355,355,355,Excellent,1,0,1
293fb0bd-8583-45df-8b52-d682755d6027,Comune di Barga,comune-di-barga,1,355.0,87.65,355,355,355,Excellent,1,0,1
4c08de84-1e01-4297-b548-765b491521fb,Comune di Mede,comune-di-mede,1,355.0,87.65,355,355,355,Excellent,1,0,1
0d16adc8-4a2c-4a5c-b04f-8d544911dce0,Comune di Petilia Policastro,comune-di-petilia-policastro,10,355.0,87.65,355,355,355,Excellent,10,0,1
08fcb3c4-80e9-469e-8dcc-58b81eb5c742,Comune di San Nicola la Strada,comune-di-san-nicola-la-strada,5,355.0,87.65,355,355,355,Excellent,5,0,1
3a697a3b-53cc-450d-8055-edb0fd902020,Azienda Ospedaliero Universitaria Pisana,azienda-ospedaliero-universitaria-pisana,3,355.0,87.65,355,355,355,Excellent,3,0,1
1f8c46e7-4335-40ae-b09e-95ee3003d42f,Consorzio Intercomunale Servizi Socio Assistenziali di Pianezza,consorzio-intercomunale-servizi-socio-assistenziali-di-pianezza,3,355.0,87.65,355,355,355,Excellent,3,0,1
604ab9c6-6297-4d7c-9ec0-1c3f46cabc38,Comune di Taggia,comune-di-taggia,5,355.0,87.65,355,355,355,Excellent,5,0,1
164c30fb-3f80-40f6-b579-6f6ade5cb08e,Comune di Borgo a Mozzano,comune-di-borgo-a-mozzano,2,355.0,87.65,355,355,355,Excellent,2,0,1
e3afd770-f17c-452a-b494-35c67aac9067,Azienda Socio Sanitaria Territoriale della Valle Olona,azienda-socio-sanitaria-territoriale-della-valle-olona,17,355.0,87.65,355,355,355,Excellent,17,0,1
251e1965-dfe8-45f1-a2a7-398863225576,Comune di Sovicille,comune-di-sovicille,1,355.0,87.65,355,355,355,Excellent,1,0,1
149533ec-da7e-4667-a756-064b0a2aa6a4,Comune di Borgo San Dalmazzo,comune-di-borgo-san-dalmazzo,3,355.0,87.65,355,355,355,Excellent,3,0,1
5eb90046-a8eb-411a-bd00-33071cbaeded,Comune di Serravalle Scrivia,comune-di-serravalle-scrivia,2,355.0,87.65,355,355,355,Excellent,2,0,1
9c4fb242-0259-451d-baf2-54a51e5fd32c,Universita degli Studi di Napoli Parthenope,universita-degli-studi-di-napoli-parthenope,15,355.0,87.65,355,355,355,Excellent,15,0,1
6e9c7c6d-c77f-47e8-b93a-d31afd4e92db,Consip,consip,16,355.0,87.65,355,355,355,Excellent,16,0,1
0fbdec27-b8fc-4696-8ec9-53a24adfb36e,Asbr Azienda Speciale Servizi Bassa Reggiana,asbr-azienda-speciale-servizi-bassa-reggiana,3,355.0,87.65,355,355,355,Excellent,3,0,1
86d5653a-9fe3-4471-a15f-c0628134d835,Comune di Vedano Olona,comune-di-vedano-olona,1,355.0,87.65,355,355,355,Excellent,1,0,1
c59b580b-8e17-459f-b532-db891593d4e6,Comune di Grottammare,comune-di-grottammare,5,355.0,87.65,355,355,355,Excellent,5,0,1
811617ad-e7ff-465e-88db-fd5bb52d8e28,Comune di Settimo San Pietro,comune-di-settimo-san-pietro,1,355.0,87.65,355,355,355,Excellent,1,0,1
160858a8-41d6-4c3b-b30f-98e785aa3dc4,Comune di Campomarino,comune-di-campomarino,1,355.0,87.65,355,355,355,Excellent,1,0,1
389cafd9-534e-4e67-b4b0-71ecdd5bd990,Comune di Soresina,comune-di-soresina,1,355.0,87.65,355,355,355,Excellent,1,0,1
5597fffe-b810-404e-94a3-498f3d9d9092,Sebastien Catalog,sebastien-catalog,1,355.0,87.65,355,355,355,Excellent,1,0,1
f9546d88-5c6e-41d1-97b2-ebd9d0a77d21,Comune di Rimini,comune-di-rimini,72,354.72,87.59,355,335,355,Excellent,71,0,1
8c4b1fbd-cff7-4ec1-a4a0-8bfe778e1f89,Regione Calabria,regione-calabria,324,354.63,87.56,355,335,355,Excellent,318,0,33
53041470-c18c-4fd9-8356-f4eddf598ee5,Unione Municipia,unione-municipia,8,353.75,87.35,355,345,355,Excellent,7,0,1
656fad7d-c016-477c-a24e-d441a71f1437,Ministero dell'Economia e delle Finanze,ministero-dell-economia-e-delle-finanze,3714,353.73,87.34,355,325,405,Excellent,3549,0,4
a28cb2eb-0bcc-4cb9-9d3e-6cebe2b4511c,Comune di Palermo,comune-di-palermo,1679,352.6,87.06,355,255,405,Excellent,1542,0,1
9bcd4050-eecd-400b-8196-cd4db7b38c58,Regione Toscana,regione-toscana,12434,351.89,86.89,365,185,405,Excellent,9069,0,92
28bccb62-da5a-4610-96f8-eb274abe4245,ACI,aci,43,351.74,86.85,355,335,355,Excellent,36,0,2
7614d84d-2aba-46eb-a197-754cae31dd7c,Istituto Italiano per la Storia Antica,istituto-italiano-per-la-storia-antica,10,351.0,86.67,355,315,355,Excellent,9,0,1
70b5f10c-0798-4da6-a59f-f0b8bdd5e65e,Comune di Scorze,comune-di-scorze,10,351.0,86.67,375,295,375,Excellent,7,0,1
84f13bc0-e106-476f-8f32-19e5c15e8499,Regione Umbria,regione-umbria,450,350.22,86.47,355,225,405,Good,338,0,94
25c2df1c-b01e-4026-b732-7cf6d767ab57,Regione Friuli Venezia Giulia,regione-friuli-venezia-giulia,813,349.88,86.39,355,275,355,Good,761,0,1
32ae1ccf-3198-4006-a00d-31e8693eb449,Universita Ca Foscari di Venezia,universita-ca-foscari-di-venezia,15,349.67,86.34,355,275,355,Good,14,0,1
f3baf2b6-0106-4912-8ded-df2da4a10744,ANAC,anac,70,348.43,86.03,385,305,385,Good,38,0,2
bd167c31-204e-430f-9337-98bff34cc2af,Provincia di Pescara,provincia-di-pescara,21,346.9,85.66,385,305,385,Good,11,0,1
68ceb51d-00d3-45e8-9420-692827d82a38,Comune di Corigliano Rossano,comune-di-corigliano-rossano,12,345.83,85.39,345,345,355,Good,1,0,1
90386224-173b-4a9a-b236-78faabe88307,Provincia Autonoma di Trento,provincia-autonoma-di-trento,1410,345.83,85.39,355,245,355,Good,1226,0,117
b85fe2f8-59bf-40b9-af1c-9ee1801d8449,Ministero dell'Interno,ministero-dell-interno,38,345.53,85.32,345,335,355,Good,9,0,2
f5b11c42-03fe-44c0-8a8d-cd3451b77f75,Comune di Nerviano,comune-di-nerviano,10,345.0,85.19,345,345,345,Good,0,0,1
b59c46a8-b048-448a-ac68-4b158ad0aaac,Pcm Dipartimento Trasformazione Digitale,pcm-dipartimento-trasformazione-digitale,35,345.0,85.19,345,265,355,Good,8,0,2
2c8e04d7-6b17-4834-95d8-0fc250174280,Comune di Merate,comune-di-merate,5,345.0,85.19,345,345,345,Good,0,0,1
a3ad6393-ac3b-4080-acac-cb4da6ad4080,Comune di Rende,comune-di-rende,9,345.0,85.19,345,345,345,Good,0,0,1
728accb6-79a7-427c-aef8-ba404c8b606a,Comune di Guidonia Montecelio,comune-di-guidonia-montecelio,5,345.0,85.19,345,345,345,Good,0,0,1
4dc0cdde-3150-48ae-bacd-8552da668a74,Ente Autonomo Volturno Srl,ente-autonomo-volturno-srl,5,345.0,85.19,345,345,345,Good,0,0,1
ffb309bb-fdd7-4a73-95db-ccb2ca258bde,Comune di Santhia,comune-di-santhia,3,345.0,85.19,345,345,345,Good,0,0,1
4b14c525-6bc0-4c2f-928f-cd233f2be88d,Comune di Pula,comune-di-pula,2,345.0,85.19,345,345,345,Good,0,0,1
f5799c0d-0f96-42ae-886b-4fe5117d238e,Unione dei Comuni del Coros,unione-dei-comuni-del-coros,6,345.0,85.19,345,345,345,Good,0,0,1
c3777ff3-b760-43ec-86df-929722e6a9ad,Comune di Borghetto Santo Spirito,comune-di-borghetto-santo-spirito,3,345.0,85.19,345,345,345,Good,0,0,1
d39bb41e-5dc3-46e2-b9be-ba2ac2a1b72c,Comune di Carugate,comune-di-carugate,3,345.0,85.19,345,345,345,Good,0,0,1
ffaea769-155e-492e-88fa-556b8732aed5,Comune di Resana,comune-di-resana,3,345.0,85.19,345,345,345,Good,0,0,1
fc5aa328-c830-4dbe-a1c3-b27c59a7faae,Comune di San Cesareo,comune-di-san-cesareo,1,345.0,85.19,345,345,345,Good,0,0,1
fdd90e4e-1f3d-4bd1-acba-cbef7c9c0271,Universita della Basilicata,universita-della-basilicata,29,343.97,84.93,355,275,355,Good,25,0,1
9016b789-d0f5-417c-8453-1eeed68e2b5a,Comune di Milano,comune-di-milano,2599,343.68,84.86,355,255,355,Good,2004,0,71
faab567c-7036-4090-87d2-bf7c558b43b9,Camera di Commercio Industria Artigianato e Agricoltura di Roma,camera-di-commercio-industria-artigianato-e-agricoltura-di-roma,20,343.0,84.69,345,305,345,Good,0,0,1
d605ab5c-50bd-4895-bace-4ac93714032c,Regione Basilicata,regione-basilicata,224,342.9,84.67,325,245,405,Good,83,0,1
4188f7ff-0b05-4dbf-982e-9a6d99da7bc6,Provincia Autonoma di Bolzano,provincia-autonoma-di-bolzano,909,342.79,84.64,355,235,365,Good,585,0,53
1d8cff3f-b4de-418d-892b-bc5cecc79de7,Comune di Chiavari,comune-di-chiavari,53,342.74,84.63,305,305,385,Good,25,0,1
1266399c-6435-408b-b63a-c0ed9f226bad,Comune di Longare,comune-di-longare,15,342.33,84.53,305,305,385,Good,7,0,1
593c0fab-b437-4181-b277-cbf5bc21d81c,Ministero della Salute,ministero-della-salute,51,340.1,83.97,335,285,385,Good,25,0,1
cb76727a-8ac6-408d-80d8-8f4f1bb718d0,Comune di Sant Antimo,comune-di-sant-antimo,10,337.0,83.21,345,305,345,Good,0,0,1
c7b4166e-36ae-4abb-9827-a9f580a02a2b,Comune di Assisi,comune-di-assisi,6,336.67,83.13,345,295,345,Good,0,0,1
26fe8259-60a0-4cba-a54f-e91bef27af41,Istituto Nazionale di Statistica ISTAT,istituto-nazionale-di-statistica-istat,13,335.0,82.72,335,335,335,Good,0,0,1
3a4c456b-57f4-4e78-9207-c3e7380da782,Banca d'Italia,banca-d-italia,80,334.38,82.56,335,285,335,Good,0,0,1
954a56b3-6ace-4e65-947b-e737b8824d9e,Comune di San Marco in Lamis,comune-di-san-marco-in-lamis,3,331.67,81.89,305,305,385,Good,1,0,1
3370876b-1060-4337-a2de-9460d5ba3fb0,Consiglio per la Ricerca in Agricoltura e l'Analisi dell'Economia Agraria,consiglio-per-la-ricerca-in-agricoltura-e-l-analisi-dell-economia-agraria,8,331.25,81.79,335,305,355,Good,3,0,1
226f7e4e-979f-4e43-bcdc-7396b79248ec,Comune di Genova,comune-di-genova,158,330.38,81.58,335,275,385,Good,9,0,4
fd1d1914-d4d4-4705-8479-08d959b02005,Agenzia Laore Sardegna,agenzia-laore-sardegna,12,326.67,80.66,325,275,355,Good,4,0,1
f9cc510c-3548-4f1f-8b24-d0182de48f33,Universita di Bologna,universita-di-bologna,34,325.59,80.39,275,255,405,Good,14,0,2
0e25dc4b-2eba-42ff-97a9-9929e4846223,Comune di Santa Margherita Ligure,comune-di-santa-margherita-ligure,56,325.54,80.38,305,305,385,Good,14,0,1
11abb820-f6d1-4339-a9df-d4771093a720,Comune di Piombino Dese,comune-di-piombino-dese,3,325.0,80.25,325,325,325,Good,0,0,1
5ec925ed-506c-460f-aa93-b26bacb183c5,Comune di Breganze,comune-di-breganze,3,325.0,80.25,325,325,325,Good,0,0,1
2aa5fa7b-10fe-4561-ac30-cbeb310a9c7c,Comune di Barbarano Mossano,comune-di-barbarano-mossano,3,325.0,80.25,325,325,325,Good,0,0,1
39056311-4ed4-44c4-ba81-13cbdd5ccdf3,Comune di Santa Giustina in Colle,comune-di-santa-giustina-in-colle,3,325.0,80.25,325,325,325,Good,0,0,1
63fed95d-c174-4402-8fdf-6546a6fae2b3,Comune di Fontanelle,comune-di-fontanelle,3,325.0,80.25,325,325,325,Good,0,0,1
be8bfab3-995a-404f-8a9f-e41313156ea9,Comune di Chianciano Terme,comune-di-chianciano-terme,1,325.0,80.25,325,325,325,Good,0,0,1
1381d40a-605b-4145-95a7-e178e4e8f8a9,Comune di Nuoro,comune-di-nuoro,5,323.0,79.75,305,305,355,Good,1,0,1
ba554d18-9d9f-4365-a9e7-13b5cddf13cd,Comune di Santa Maria di Licodia,comune-di-santa-maria-di-licodia,43,319.88,78.98,305,305,385,Good,8,0,1
92f7108f-865e-4967-950d-68fee165c412,Consiglio Regionale della Campania,consiglio-regionale-della-campania,25,317.0,78.27,305,305,335,Good,0,0,1
2bbf9fca-aef9-4264-b4ef-31848f2cf206,Regione Marche,regione-marche,5463,315.59,77.92,335,245,385,Good,2632,0,238
d24601dc-4327-45e5-a2a1-28e91d50213a,Consorzio Intercomunale Servizi Sociali di Chivasso,consorzio-intercomunale-servizi-sociali-di-chivasso,17,314.41,77.63,305,305,385,Good,2,0,1
79884d6c-55d0-4987-9391-9aec2d3b7193,Comune di Arese,comune-di-arese,44,314.09,77.55,305,305,385,Good,5,0,1
81e7ba14-4b56-4b50-a681-8ba6f1e48b7e,Comune di Civitavecchia,comune-di-civitavecchia,10,313.0,77.28,345,265,345,Good,0,0,1
fd8ad81b-a555-4d73-be28-90c3d23e7cb1,Comune di Lonate Pozzolo,comune-di-lonate-pozzolo,5,313.0,77.28,345,265,345,Good,0,0,1
c87c64da-568e-42fa-870f-7fae083db0a5,Comune di Carovigno,comune-di-carovigno,58,311.9,77.01,305,305,385,Good,5,0,1
719d1cb4-a300-4451-ad5e-b99819c04c10,Comune di Prignano Sulla Secchia,comune-di-prignano-sulla-secchia,48,308.96,76.29,305,305,385,Good,2,0,1
04294742-0d45-4507-b740-a70f75ccd6be,Comune di Mentana,comune-di-mentana,45,308.56,76.19,305,305,385,Good,2,0,1
1ff02784-3bcc-4991-a5b8-5befee9c0346,Citta Metropolitana di Genova,citta-metropolitana-di-genova,6,308.33,76.13,345,265,355,Good,1,0,1
e666e985-65b8-4d8b-8760-fe32034610a8,Comune di Castiglione delle Stiviere,comune-di-castiglione-delle-stiviere,36,307.22,75.86,305,305,385,Good,1,0,1
cec23fa1-4efd-46d0-8948-b6cf4b83b5ef,Comune di Magenta,comune-di-magenta,40,307.0,75.8,305,305,385,Good,1,0,1
90e119c6-3b34-484d-a8c8-8dc1a602842e,Comune di Arcene,comune-di-arcene,41,306.95,75.79,305,305,385,Good,1,0,1
8f1999e8-8405-443f-a216-574808712990,Comune di Piacenza,comune-di-piacenza,72,305.69,75.48,305,305,355,Good,1,0,1
0c8ebe34-c765-43c0-8deb-67940890204a,Ministero dei Beni Culturali,ministero-dei-beni-culturali,213,305.28,75.38,305,295,355,Good,1,0,5
8259142c-4490-49d3-8cee-6e039f74a7b0,Comune di Baronissi,comune-di-baronissi,27,305.0,75.31,305,305,305,Good,0,0,1
8c45992c-9b8b-4be0-96ae-4643bdd88861,Comune di Formigine,comune-di-formigine,86,305.0,75.31,305,305,305,Good,0,0,1
85ca1003-2147-4543-90c4-444cfe977b55,Comune di Casamassima,comune-di-casamassima,38,305.0,75.31,305,305,305,Good,0,0,1
bccd988e-5869-48a1-809c-9c0221a3c3e3,Comune di Cormano,comune-di-cormano,33,305.0,75.31,305,305,305,Good,0,0,1
76897337-1eac-4a68-80cd-18a0dd081ef9,Comune di Nova Milanese,comune-di-nova-milanese,43,305.0,75.31,305,305,305,Good,0,0,1
41b72f7a-0ac8-47d9-affe-d0da7a68c572,Comune di Cassina De Pecchi,comune-di-cassina-de-pecchi,49,305.0,75.31,305,305,305,Good,0,0,1
5123938d-993a-485a-b631-d72d05390429,Provincia di Foggia,provincia-di-foggia,13,305.0,75.31,305,305,305,Good,0,0,1
9eb026f3-5803-44ca-b9fa-5aa17af242dc,Comune di Treviolo,comune-di-treviolo,39,305.0,75.31,305,305,305,Good,0,0,1
30ba8004-fbdd-416c-a1a8-523207ff026b,Comune di Besana in Brianza,comune-di-besana-in-brianza,40,305.0,75.31,305,305,305,Good,0,0,1
8d28e8ca-f11b-4e47-a2c9-c6b226d92019,Comune di Nave,comune-di-nave,42,305.0,75.31,305,305,305,Good,0,0,1
93f00902-8b42-4d0d-8a1e-5dd42f4b00f9,Comune di Bussolengo,comune-di-bussolengo,50,305.0,75.31,305,305,305,Good,0,0,1
d84434ba-d5f3-438c-9e1c-a110230e018e,Comune di Castel Mella,comune-di-castel-mella,27,305.0,75.31,305,305,305,Good,0,0,1
947662c1-5497-4c8e-a63a-f6330c842016,Comune di Vigonza,comune-di-vigonza,26,305.0,75.31,305,305,305,Good,0,0,1
96b3bbb3-e7c9-46a1-b980-a16ef8591e07,Comune di Palagano,comune-di-palagano,48,305.0,75.31,305,305,305,Good,0,0,1
6a63756b-72f3-4dac-b94b-c109b8deb3e1,Unione dei Comuni Valdostani Mont Emilius,unione-dei-comuni-valdostani-mont-emilius,5,305.0,75.31,305,305,305,Good,0,0,1
0d12d4c1-640c-4d0f-b0b5-ade2aa7887d9,Comune di Valmadrera,comune-di-valmadrera,46,305.0,75.31,305,305,305,Good,0,0,1
307cf038-81ae-4bc0-b0d9-f9df3d42043a,Comune di Olbia,comune-di-olbia,40,305.0,75.31,305,305,305,Good,0,0,1
ac5748dd-3437-4209-b5c5-5db76d03076a,Comune di Caselle Torinese,comune-di-caselle-torinese,31,305.0,75.31,305,305,305,Good,0,0,1
f33d4b00-a1ab-4149-93a8-bbee9760f06d,Comune di Sarezzo,comune-di-sarezzo,42,305.0,75.31,305,305,305,Good,0,0,1
f0cb4dd8-ff0b-43cb-a7bf-3f9578be6fb5,Comune di Orbassano,comune-di-orbassano,47,305.0,75.31,305,305,305,Good,0,0,1
dfac1171-0922-4c4a-9a8f-a852860708d3,Comune di Pescara,comune-di-pescara,55,305.0,75.31,305,305,305,Good,0,0,1
ec1c625f-0574-4455-a023-164014e53a19,Comune di Sesto Fiorentino,comune-di-sesto-fiorentino,53,305.0,75.31,305,305,305,Good,0,0,1
ddc73d4e-2069-4ac9-b79b-26e73b70b4b7,Comune di Sassuolo,comune-di-sassuolo,85,305.0,75.31,305,305,305,Good,0,0,1
2c930491-a1fc-4ec9-aa89-4175339bbf42,Comune di Rubano,comune-di-rubano,22,305.0,75.31,305,305,305,Good,0,0,1
f3458141-a39c-49af-9397-aa765863aaec,Comune di Bussoleno,comune-di-bussoleno,14,305.0,75.31,305,305,305,Good,0,0,1
28359e4a-b6c1-418d-a35a-0680b40b8be2,Comune di Laveno Mombello,comune-di-laveno-mombello,31,305.0,75.31,305,305,305,Good,0,0,1
1d853219-813f-469f-9382-1582ff3e5203,Comune di Desenzano del Garda,comune-di-desenzano-del-garda,43,305.0,75.31,305,305,305,Good,0,0,1
b514a4c1-7cee-480f-85aa-f280e8e4a5e3,Comune di Brusciano,comune-di-brusciano,10,305.0,75.31,305,305,305,Good,0,0,1
f61bbd01-416b-4ce0-a6e1-4f4c3f76bdfe,Comune di Comacchio,comune-di-comacchio,50,305.0,75.31,305,305,305,Good,0,0,1
f168d8ec-f6c5-4b44-8d90-fb343ccb0806,Comune di Baiso,comune-di-baiso,35,305.0,75.31,305,305,305,Good,0,0,1
d0c5a020-0e02-47c2-8efd-31e82df5a3b5,Comune di Castellarano,comune-di-castellarano,38,305.0,75.31,305,305,305,Good,0,0,1
49177a0f-cfbc-44b4-8e0a-2d66b96c9ea9,Unione Tresinaro Secchia,unione-tresinaro-secchia,9,305.0,75.31,305,305,305,Good,0,0,1
e28a62a9-2db1-462b-830a-860b767349d0,Comune di Viano,comune-di-viano,35,305.0,75.31,305,305,305,Good,0,0,1
676f6ea8-fa44-40ae-a00e-a9d39e8fc536,Comune di Osio Sotto,comune-di-osio-sotto,38,305.0,75.31,305,305,305,Good,0,0,1
ae829261-e7c6-4192-a437-90742cbaf1bb,Comune di Albenga,comune-di-albenga,33,305.0,75.31,305,305,305,Good,0,0,1
d5d94045-ed9b-4e90-a1cb-cee5af4049c7,Comune di Rubiera,comune-di-rubiera,24,305.0,75.31,305,305,305,Good,0,0,1
04d02a1a-8714-4936-ac71-9f0726093934,Comune di Scandiano,comune-di-scandiano,35,305.0,75.31,305,305,305,Good,0,0,1
2388e0ca-7522-4b20-9d40-050c578b0ce2,Comune di Castelfranco Pian di Sco,comune-di-castelfranco-pian-di-sco,61,305.0,75.31,305,305,305,Good,0,0,1
431d91aa-6e51-46ff-8481-de9649039d89,Provincia di Forli Cesena,provincia-di-forli-cesena,22,305.0,75.31,305,305,305,Good,0,0,1
661e3ed0-0c36-43de-a4b8-f8eb1e84bcb4,Comune di Budoni,comune-di-budoni,29,305.0,75.31,305,305,305,Good,0,0,1
9827373b-24ef-4062-95b9-366684dc0cef,Comune di Lamezia Terme,comune-di-lamezia-terme,36,305.0,75.31,305,305,305,Good,0,0,1
894d3c6a-074f-4fc7-b69e-5095f9c15ec0,Comune di Arzignano,comune-di-arzignano,27,305.0,75.31,305,305,305,Good,0,0,1
f8e04f83-c918-478c-a8a4-024e23276d6f,Comune di Cisternino,comune-di-cisternino,10,305.0,75.31,305,305,305,Good,0,0,1
7d75d1bf-18c1-4f06-975d-8e0ec62ca8c4,Comune di Bagno a Ripoli,comune-di-bagno-a-ripoli,30,305.0,75.31,305,305,305,Good,0,0,1
582b250b-7d72-4ca4-bb22-191289cb1e3e,Comune di Livigno,comune-di-livigno,44,305.0,75.31,305,305,305,Good,0,0,1
9dde546d-318f-47a0-9a45-b6feafff1004,Comune di Lavagna,comune-di-lavagna,36,305.0,75.31,305,305,305,Good,0,0,1
fc7a8e44-6034-4f66-bbef-0f8ecef48045,Comune di Teggiano,comune-di-teggiano,37,305.0,75.31,305,305,305,Good,0,0,1
b371a946-8d89-4548-b595-f40da8dbcec4,Unione dei Comuni del Distretto Ceramico,unione-dei-comuni-del-distretto-ceramico,8,305.0,75.31,305,305,305,Good,0,0,1
305277c9-0b08-44a0-8ad7-abe8a8b80a07,Comune di Borgo San Lorenzo,comune-di-borgo-san-lorenzo,37,305.0,75.31,305,305,305,Good,0,0,1
4ab04975-f03e-4402-951a-b5eab5c59747,Comune di Pieve Emanuele,comune-di-pieve-emanuele,29,305.0,75.31,305,305,305,Good,0,0,1
be821cea-a9a1-4331-822d-350c68837a4e,Comune di Taranto,comune-di-taranto,58,305.0,75.31,305,305,305,Good,0,0,1
a8c2a6ea-c661-4ff2-b8f6-06ef96ae89aa,Comune di Bernareggio,comune-di-bernareggio,49,305.0,75.31,305,305,305,Good,0,0,1
eaa9c623-c766-4ee2-9ce0-63823810f8ee,Consorzio dei Comuni del Cassinate per la Programmazione e Gestione dei Servizi Sociali,consorzio-dei-comuni-del-cassinate-per-la-programmazione-e-gestione-dei-servizi-sociali,6,305.0,75.31,305,305,305,Good,0,0,1
1de0abeb-bd36-419b-9946-9d4582857357,Comune di Montefiorino,comune-di-montefiorino,48,305.0,75.31,305,305,305,Good,0,0,1
d6c9e819-ced7-4ac9-9a4a-eb412aaf440a,Comune di Diano Marina,comune-di-diano-marina,6,305.0,75.31,305,305,305,Good,0,0,1
c1a6870b-08d7-422e-af9a-5d2b5c0c9db1,Comune di Casalgrande,comune-di-casalgrande,28,305.0,75.31,305,305,305,Good,0,0,1
3657a375-aae2-49d4-a97f-80c0d7031438,Comune di Mariano Comense,comune-di-mariano-comense,42,305.0,75.31,305,305,305,Good,0,0,1
c5ea01c8-cbef-41e4-9979-960f011bd72b,Comune di Mogliano Veneto,comune-di-mogliano-veneto,42,305.0,75.31,305,305,305,Good,0,0,1
d788d1b5-89b5-4280-af15-5d12eda0cdeb,Comune di Garbagnate Milanese,comune-di-garbagnate-milanese,36,305.0,75.31,305,305,305,Good,0,0,1
6ce38fa7-c69b-4416-8165-f5477ffec67a,Comune di Frassinoro,comune-di-frassinoro,48,305.0,75.31,305,305,305,Good,0,0,1
33679cb9-991c-489d-aab4-04ae74a2ce00,Comune di Gaggiano,comune-di-gaggiano,52,305.0,75.31,305,305,305,Good,0,0,1
726bc211-4b26-469b-ba19-0ac8d5ea57e4,Comune di Roggiano Gravina,comune-di-roggiano-gravina,27,305.0,75.31,305,305,305,Good,0,0,1
5d75eca0-e879-4dcb-a812-ff2886969289,Comune di Albiate,comune-di-albiate,54,305.0,75.31,305,305,305,Good,0,0,1
38f13216-5f9e-4a57-bb7e-47b90a7c5e06,Comune di Maranello,comune-di-maranello,86,305.0,75.31,305,305,305,Good,0,0,1
e9805ed5-d9d2-4b15-9ef2-67fa5314f10b,Comune di Signa,comune-di-signa,20,305.0,75.31,305,305,305,Good,0,0,1
92b0fbf4-d3f5-411e-afd5-e0b9bcadd3e8,Comune di Cologno Monzese,comune-di-cologno-monzese,56,305.0,75.31,305,305,305,Good,0,0,1
